Prediction_ID,Actual_TEY,Predicted_TEY,Actual_CO,Predicted_CO,Actual_NOX,Predicted_NOX
1259,109.74,109.63038,4.5157,4.520955,54.695,55.333195
1260,166.39,165.65309,2.3921,2.3299975,51.682,58.54806
1261,166.42,165.95596,0.60814,0.7715975,75.072,72.37319
1262,166.44,166.84653,0.56268,0.59026456,70.408,68.62637
1263,135.05,134.73949,1.1213,1.3666296,64.226,64.719345
1264,133.46,133.4521,1.2451,1.440292,64.004,65.55283
1265,152.46,152.38551,1.814,1.4178884,54.593,52.86588
1266,133.68,134.09192,2.6685,1.984742,88.962,87.18296
1267,155.44,154.05441,0.84371,1.1683123,77.187,78.35149
1268,150.47,150.32462,1.4482,3.1797926,53.851,54.131145
1269,123.76,123.04463,1.2276,1.2460152,55.282,53.539116
1270,109.41,109.46185,4.6798,4.7536674,62.189,62.56214
1271,122.43,123.11428,3.3474,4.3678565,84.956,87.09345
1272,136.52,136.81287,1.5153,1.3275106,52.42,57.943638
1273,109.88,110.126915,4.4163,4.006808,49.625,50.40106
1274,140.02,139.49165,2.0586,1.5592366,56.137,54.08818
1275,103.81,104.09738,13.6,12.417429,117.35,112.42698
1276,134.77,134.79332,0.23601,1.4159735,66.809,71.40072
1277,134.97,135.10324,1.3151,1.1701219,64.774,70.901474
1278,132.71,132.84517,2.7714,2.0469005,66.804,64.381
1279,133.73,133.81488,0.74902,0.8035728,65.314,65.123085
1280,134.85,135.09123,0.21138,0.7554753,61.473,62.507095
1281,139.02,138.29836,1.2436,1.6862509,56.046,59.093655
1282,134.01,134.70297,1.0774,1.3958253,58.143,58.421257
1283,165.29,165.1067,0.93426,1.4352988,70.74,69.505135
1284,108.52,109.0053,6.3776,7.7469616,82.318,88.351074
1285,126.91,127.95134,1.5527,2.1990702,61.866,65.06289
1286,150.84,151.22803,0.53373,1.4362476,51.675,53.95198
1287,133.56,133.49948,0.84046,1.1127306,82.803,79.17903
1288,109.02,109.356964,5.6792,5.227525,66.279,63.99463
1289,146.82,146.44637,0.86113,1.8294897,56.717,55.826187
1290,150.31,151.70175,1.5045,1.3413635,54.814,60.450565
1291,109.2,109.09643,3.6947,3.529719,75.209,71.48104
1292,126.77,127.1811,1.8254,1.9132508,50.723,50.210114
1293,129.82,130.0826,3.4183,3.3291354,60.515,64.34076
1294,109.54,110.18224,2.7651,3.8146293,52.857,57.695377
1295,133.43,133.45403,1.5064,1.6092956,62.997,63.794064
1296,134.05,134.137,1.0911,1.3778954,61.758,62.616077
1297,148.81,148.81886,1.6667,1.7316442,51.131,52.025887
1298,133.81,133.45813,2.1348,1.5467314,67.29,64.04592
1299,159.87,159.92389,0.68982,1.3648996,68.853,70.55649
1300,135.29,135.14104,1.424,1.7010858,65.883,62.892815
1301,132.8,132.8596,1.2122,1.5172627,69.327,72.441574
1302,148.12,148.06293,1.2661,1.586298,53.049,55.469357
1303,131.54,130.86905,2.3155,2.4803836,56.068,53.19454
1304,133.79,133.71849,0.90436,0.9398412,67.643,67.2128
1305,152.68,153.09477,0.96355,0.74525124,57.856,57.70106
1306,121.94,121.08665,6.1776,6.56539,94.381,92.026695
1307,121.72,122.284676,2.1278,2.210081,56.507,57.30488
1308,130.06,129.94275,1.0926,1.8086753,44.181,51.537327
1309,134.14,134.48726,1.1687,1.4330069,78.651,81.560074
1310,108.88,108.51624,5.1297,4.4721065,56.855,56.0878
1311,161.16,160.91054,2.9665,2.494664,58.7,57.161804
1312,133.69,133.59103,1.5684,1.4758657,78.792,77.10431
1313,160.86,160.38356,0.94857,0.6433878,68.768,67.20034
1314,133.99,134.35033,0.52554,0.8104793,62.82,63.426502
1315,134.2,133.75941,0.45432,1.0234967,66.303,66.57077
1316,133.65,133.17354,1.7204,1.651207,74.854,73.55683
1317,152.5,153.28795,1.2785,1.621111,70.494,79.759544
1318,108.71,108.858925,5.4915,4.4115186,69.483,63.20151
1319,126.08,126.22751,2.7223,2.6180384,77.014,74.47489
1320,161.64,162.49268,1.1508,0.9088938,64.137,64.210526
1321,123.17,121.55112,6.1854,6.375283,86.897,95.02175
1322,133.78,133.48134,1.0326,1.2803811,72.973,74.40265
1323,132.98,132.42459,1.5762,1.6404406,60.249,62.361607
1324,158.68,158.65881,1.1653,1.013258,71.937,69.0391
1325,173.47,174.2874,4.0948,1.7309111,69.878,58.396305
1326,134.58,134.29889,1.1828,1.5111351,66.827,72.28212
1327,134.37,133.63792,1.7005,1.3733414,84.643,76.04747
1328,166.24,166.82936,0.95119,1.2416,66.593,68.01352
1329,133.72,133.69278,1.3034,1.3491285,73.247,74.683975
1330,133.08,132.87575,2.0133,1.4288743,75.157,75.955444
1331,111.56,111.652275,3.6429,3.5685785,62.893,60.826797
1332,155.51,156.07153,0.61832,1.2949419,71.441,75.74469
1333,128.69,129.54128,3.4126,3.4404502,65.749,61.835655
1334,116.69,116.389366,4.912,4.416164,89.463,84.26773
1335,156.78,156.04735,2.6525,1.2513276,66.758,65.74046
1336,133.07,133.26657,0.98692,1.5155514,58.831,60.892643
1337,152.84,153.24594,1.7615,1.1206318,73.159,75.20577
1338,109.13,109.28652,8.5467,9.144816,88.455,94.81143
1339,134.74,134.64978,1.6172,1.5545025,77.434,77.59878
1340,127.98,127.31198,1.1079,1.2348185,40.643,44.23312
1341,105.57,108.65238,3.7732,9.839343,99.463,98.000984
1342,131.41,130.89655,2.6856,2.758225,58.324,59.67424
1343,134.26,134.67264,1.494,1.0510781,73.78,76.35671
1344,145.39,145.67976,0.70262,1.6724198,56.067,60.59911
1345,121.58,120.25801,2.8019,2.6120312,77.516,75.35321
1346,121.04,121.55237,2.5023,2.5640154,67.813,68.551735
1347,109.46,109.624504,4.1045,4.45726,51.734,51.008358
1348,130.08,130.66722,2.261,1.6579074,58.753,61.102436
1349,120.58,121.093834,2.6052,2.6547658,57.033,57.960022
1350,136.08,135.19849,1.5695,1.7751006,61.447,61.105816
1351,124.54,123.82623,2.2125,1.7279533,66.031,67.28013
1352,147.3,148.40062,0.31393,0.71480584,58.207,58.14409
1353,134.79,134.34119,0.56912,1.4056847,58.228,63.04357
1354,150.23,150.34186,1.772,1.629583,54.749,56.911026
1355,147.24,147.19884,2.7798,1.5034096,49.856,53.162334
1356,153.96,153.53836,1.6156,1.4298301,59.354,57.277817
1357,108.81,108.903854,7.548,7.7548394,78.308,80.59938
1358,148.94,148.7898,1.4126,1.1979084,49.992,51.451317
1359,109.62,109.851295,10.75,10.100015,103.47,100.54812
1360,134.4,134.01378,0.68421,1.1009163,68.727,71.082634
1361,164.07,163.60312,1.0331,1.1827822,70.034,69.54698
1362,134.76,134.96867,4.3404,2.1439419,70.08,65.83106
1363,134.11,133.7138,1.0796,1.1960442,74.498,75.47347
1364,145.41,145.42387,1.4936,1.4151475,52.278,53.23272
1365,134.93,134.57938,0.72545,1.0964063,63.351,66.1096
1366,107.37,106.1045,10.253,8.845953,92.21,86.12038
1367,160.2,160.29224,1.4262,1.4024305,75.461,74.05537
1368,148.43,148.16684,1.9562,1.7251636,57.952,55.689465
1369,123.16,122.724464,2.1039,1.9733601,42.284,45.616375
1370,100.03,102.29183,29.307,24.307537,96.282,85.89951
1371,145.65,146.5534,1.913,1.7352864,100.4,82.868225
1372,111.04,110.52862,3.2204,4.1570473,44.746,47.910507
1373,112.02,113.298294,4.614,3.2920957,61.293,58.01782
1374,148.62,148.54213,1.2481,1.480507,56.184,55.718914
1375,109.65,109.53964,3.2683,4.3536305,45.464,49.756786
1376,148.57,148.26433,0.71403,1.1303806,56.791,57.71389
1377,134.64,135.11974,1.2355,1.3832532,62.945,59.82916
1378,136.96,138.84158,2.3952,3.9666972,72.369,68.67289
1379,110.75,110.85891,4.0552,4.3164473,52.522,53.925735
1380,133.76,133.20963,1.6399,1.8078938,65.875,64.452934
1381,161.37,161.84898,2.2755,2.274272,48.493,49.473015
1382,160.76,161.55737,0.55796,0.5766299,68.809,68.27194
1383,128.56,128.28638,2.2169,1.7480216,50.661,47.455368
1384,132.78,132.52455,1.1795,1.5536363,72.283,73.5564
1385,134.05,133.93605,0.71727,0.5756095,61.936,60.31891
1386,134.49,134.47287,1.608,1.3734301,74.179,73.72469
1387,133.96,134.66321,2.8028,1.7396708,63.808,61.481457
1388,131.23,130.58044,3.2134,3.4556632,65.761,63.844486
1389,124.62,123.970985,2.8983,3.5057006,63.563,65.96037
1390,108.73,108.66301,5.1611,5.038292,64.15,64.24934
1391,109.59,109.81328,4.3002,4.8139853,47.161,50.503334
1392,158.74,159.11928,1.3149,1.1386985,64.145,62.5819
1393,133.68,133.6599,0.93187,0.9933465,71.58,71.96578
1394,135.82,135.8128,2.1588,1.6111219,59.766,57.939014
1395,126.99,127.08739,1.9424,2.2639096,51.059,50.00259
1396,163.21,162.91833,0.47296,0.525362,64.768,74.56165
1397,112.77,112.64303,2.0682,2.4259315,59.098,58.33212
1398,134.12,134.15067,1.4618,1.3335179,67.525,75.49291
1399,133.03,133.97328,2.0467,1.2709314,65.935,60.292835
1400,155.87,155.90483,1.4792,1.5959076,75.175,76.24274
1401,132.02,132.09848,1.8225,1.6542871,59.94,61.873806
1402,133.44,133.5262,0.9716,1.2310154,67.421,67.52034
1403,154.53,153.8667,0.89657,1.174451,69.412,70.3529
1404,159.0,159.36469,11.327,2.762573,57.361,52.301
1405,128.7,128.97916,2.8221,2.342525,66.289,51.66696
1406,109.42,109.99796,6.0151,4.758118,63.795,63.786263
1407,133.74,133.89003,0.19831,0.814605,54.078,56.371704
1408,130.43,130.91507,2.0815,5.594773,57.527,59.35623
1409,101.78,102.33604,12.393,11.57237,90.243,91.67329
1410,129.96,129.89539,2.8448,2.918321,61.323,62.288883
1411,129.84,129.73389,1.8879,1.6777868,55.804,56.376133
1412,113.53,112.24455,4.6367,4.190606,60.027,58.324272
1413,134.04,132.89388,4.0606,3.669748,77.062,75.12665
1414,145.35,144.10136,1.9595,1.6826867,55.392,56.966164
1415,133.46,133.61522,1.0933,1.2632483,62.597,60.18544
1416,141.12,140.75414,2.0779,1.720046,73.651,61.618385
1417,133.71,133.33377,1.4754,1.77259,72.942,73.58567
1418,109.41,107.74565,0.11124,5.797228,100.45,71.17693
1419,135.18,134.74178,1.2147,1.5308707,58.954,63.160645
1420,109.47,109.31558,3.3463,3.5247228,45.162,48.8908
1421,121.89,122.163445,2.1721,2.240954,45.098,45.99334
1422,148.0,148.28735,1.6149,2.296533,53.371,49.43435
1423,119.68,119.51167,3.3356,3.004093,61.159,59.96866
1424,124.05,124.137924,3.4819,2.7096915,61.964,60.590935
1425,122.15,122.04387,4.0384,3.1242523,58.388,51.291462
1426,145.97,146.17119,2.2058,1.4272053,52.332,55.47446
1427,112.2,112.4845,7.422,6.617261,92.095,84.593056
1428,136.97,137.50458,3.1151,3.4141235,61.879,62.536144
1429,139.77,141.30441,0.35754,1.1280483,63.863,62.760796
1430,112.77,112.672966,2.4664,2.6020453,58.067,60.754772
1431,148.02,148.14793,1.3977,1.432519,55.453,56.274395
1432,136.42,136.09396,5.1581,2.9101295,69.568,65.64748
1433,118.85,119.28205,3.7937,2.6948218,62.854,61.285267
1434,135.17,135.11111,1.768,1.6134635,63.708,63.174236
1435,112.17,111.946526,4.3733,4.0638604,55.865,57.708694
1436,141.13,140.46877,1.7639,1.024976,69.042,68.24313
1437,134.66,134.25188,1.6342,1.4924926,66.761,64.30956
1438,109.75,109.481575,3.2072,3.2401648,54.035,54.49254
1439,147.77,148.0586,1.2466,1.3142273,54.887,54.312656
1440,111.89,111.38328,3.5966,3.9023645,79.735,79.58575
1441,108.28,108.316826,4.7411,5.1374483,70.377,68.36173
1442,155.05,155.79385,3.6825,2.7716472,62.981,59.904613
1443,147.07,147.3802,1.9455,1.8502719,56.512,55.77715
1444,133.8,133.76106,1.1419,2.3120546,61.229,61.927063
1445,112.0,111.24126,3.5882,5.215326,66.726,68.94171
1446,166.01,165.92114,0.4273,0.3939943,66.026,65.29016
1447,109.42,109.43456,5.1176,4.971299,60.719,60.950115
1448,134.67,134.1535,0.84655,0.8100709,83.784,83.1852
1449,130.03,130.31934,2.0783,1.9102176,51.287,52.069927
1450,158.99,158.71437,0.84449,0.8615547,65.428,64.0207
1451,111.44,111.43052,2.5654,2.3965502,51.727,52.947865
1452,115.94,117.05298,3.4326,3.9831405,77.41,77.83019
1453,133.74,133.82181,1.6365,1.1967279,81.295,68.81017
1454,125.91,125.77949,3.3265,2.6219225,54.671,54.927284
1455,112.67,113.364174,5.391,4.786912,88.986,84.50215
1456,135.08,134.77042,1.3091,1.3392901,66.607,62.31581
1457,112.36,111.42295,4.0342,4.2317615,79.61,75.39145
1458,164.38,163.73784,0.46641,0.44916356,63.503,65.83081
1459,146.73,145.96854,1.1426,1.0340867,61.138,61.982582
1460,135.64,136.19693,2.9195,2.996152,62.018,65.940315
1461,135.63,136.16458,3.1479,3.3072114,70.141,66.96019
1462,134.34,134.06265,1.6611,1.197774,66.302,67.35188
1463,112.89,113.289665,4.4007,4.1537747,61.961,61.776394
1464,116.05,115.72554,3.639,3.4360507,79.196,79.90302
1465,119.38,119.4009,3.9093,2.866279,75.42,77.72134
1466,140.0,140.67151,1.1515,0.914013,66.315,62.371117
1467,119.37,119.41747,4.8899,5.5064044,60.504,59.210346
1468,107.78,107.127304,6.4732,7.949077,88.946,91.28539
1469,133.98,134.16916,1.3762,1.5864083,73.353,73.41306
1470,134.68,134.0268,1.194,1.1937683,63.656,62.59284
1471,110.63,110.31093,5.3593,4.501197,67.594,67.222984
1472,130.59,129.8295,3.6674,3.9620042,73.743,75.0572
1473,166.46,166.50027,0.7851,0.4946103,65.469,67.20306
1474,136.78,136.82794,2.0823,1.5628122,78.635,78.886696
1475,132.46,132.87117,1.1219,2.3655288,85.24,76.05598
1476,122.42,122.41633,2.2947,2.3732905,70.788,72.163506
1477,137.92,137.1319,1.1132,1.5806122,79.833,81.799576
1478,163.69,164.02626,1.3438,1.6136163,69.385,69.93761
1479,134.68,134.45297,1.0894,1.7996314,58.782,57.739456
1480,148.96,148.21971,1.4865,1.695253,51.272,55.64259
1481,130.87,131.16602,2.7569,3.7743323,74.931,77.077034
1482,133.78,133.75333,0.6235,0.76892346,59.99,59.8991
1483,133.85,134.20349,1.6961,2.144637,60.537,62.70629
1484,133.82,133.77708,0.33053,1.4700757,72.519,75.63039
1485,146.81,148.10675,0.41107,0.8824321,77.713,73.18691
1486,164.05,163.6647,0.5976,0.48804888,68.403,67.83494
1487,130.46,130.65038,3.6453,6.0380692,65.304,67.7181
1488,133.53,132.88602,1.7149,1.6028057,75.285,75.32436
1489,133.94,134.07486,3.579,0.8938777,71.913,65.30743
1490,133.25,134.15393,1.4733,1.5190804,67.418,68.19526
1491,157.36,157.20375,1.4637,0.95635253,69.515,67.95939
1492,155.01,155.39742,0.82452,1.3674881,63.62,65.886536
1493,158.98,157.75586,0.81837,1.0741893,59.141,62.337437
1494,166.92,166.91255,0.66991,0.8579938,62.714,64.634315
1495,133.8,134.28362,1.5362,2.4620862,61.769,63.068474
1496,134.52,134.76205,1.0317,1.3647193,58.521,60.59114
1497,127.7,127.92294,2.0683,1.8399245,46.378,47.808258
1498,132.97,133.07036,1.6167,1.9514245,77.45,75.22721
1499,144.99,144.77802,1.3981,1.3321015,46.259,51.97956
1500,133.24,133.38391,1.6955,1.6353458,79.424,70.76334
1501,108.79,109.42942,4.5226,4.307781,62.385,63.91529
1502,118.49,118.09079,5.9141,3.5912478,70.895,66.17626
1503,154.25,154.97606,0.50303,1.0265907,61.434,65.46901
1504,128.78,127.76314,0.69077,1.2470422,65.334,61.872944
1505,147.81,147.78188,1.3458,1.5491782,55.103,54.151382
1506,147.04,147.2502,1.4898,1.8256294,53.788,55.1101
1507,108.91,109.13186,3.0022,4.2931886,65.597,67.32094
1508,114.1,114.42535,7.0745,7.177358,100.25,95.87033
1509,132.79,133.03201,1.8858,1.4573687,70.4,68.493706
1510,109.23,109.057205,11.238,11.14745,96.214,101.12109
1511,119.81,120.4244,3.2081,2.697694,55.772,55.390842
1512,129.1,129.57681,2.6382,2.456737,57.284,56.68735
1513,133.74,133.87703,0.93105,1.482975,60.373,58.895172
1514,111.83,111.7385,1.9469,2.2811003,50.378,50.288746
1515,143.64,144.1515,1.873,1.6340832,56.297,55.798405
1516,133.91,133.816,1.272,1.4473318,64.446,65.62031
1517,141.84,141.55301,1.9398,1.5579747,60.214,59.223186
1518,141.26,141.86946,1.2883,1.1527822,68.754,68.25623
1519,134.4,133.93826,2.0167,1.6058105,64.239,65.30434
1520,162.63,162.34967,1.2956,1.1286604,63.115,64.0831
1521,153.0,152.64946,1.1152,1.4648387,56.65,58.996178
1522,150.58,151.03848,1.8016,1.2914404,47.467,56.42602
1523,104.71,105.71691,13.808,13.952161,107.18,109.365524
1524,130.55,130.34657,0.73972,1.7694386,63.301,59.918873
1525,110.77,110.71396,2.841,2.5601273,57.722,55.79846
1526,122.78,122.19916,4.1727,4.2023697,80.793,83.57201
1527,119.91,119.311806,6.6073,6.971243,99.507,95.143234
1528,111.78,111.56744,3.9506,3.7105567,52.971,47.84184
1529,133.55,133.47902,1.0959,1.0038636,70.273,72.55045
1530,133.84,133.56258,0.7775,1.6283772,60.784,60.40206
1531,164.66,165.42094,1.2602,1.6490138,76.506,79.11436
1532,133.64,133.41887,1.0692,2.2399387,75.101,76.31753
1533,164.92,165.20923,0.47777,0.5111348,67.619,66.997025
1534,133.25,133.99153,1.2259,1.2229859,62.941,64.57269
1535,108.38,107.31418,4.8437,3.522608,55.471,52.73911
1536,117.22,116.111336,4.0922,3.3039792,65.095,60.108856
1537,134.38,134.30661,1.8415,1.3895411,66.394,62.091217
1538,127.8,127.69868,1.6143,1.5688928,59.078,61.205845
1539,111.78,111.757065,2.2831,2.1585524,53.991,55.601147
1540,158.27,157.8935,0.68807,0.93388057,54.718,56.64394
1541,113.46,113.279175,4.7918,5.5482388,90.908,92.11103
1542,134.42,134.05632,0.11124,0.23886637,86.933,87.511024
1543,133.3,133.23654,2.0352,1.5692449,79.849,75.72742
1544,109.85,110.134514,3.4338,4.5361347,50.288,53.001328
1545,103.75,103.88078,6.6844,6.7179403,84.004,89.90295
1546,110.98,111.99975,4.9421,3.5242815,48.932,45.551075
1547,133.73,133.8242,1.3345,1.2189368,72.03,73.48836
1548,133.71,134.52895,0.95001,1.1610863,76.996,75.920876
1549,134.21,134.45117,1.3205,1.1795725,61.862,61.772987
1550,148.68,148.91612,1.576,1.6022208,52.597,51.701775
1551,110.74,111.62698,6.2494,6.4786816,93.227,90.64904
1552,163.5,163.81293,0.71482,0.52571404,56.88,57.522995
1553,132.8,133.39175,2.3598,1.8602152,66.2,63.15369
1554,147.16,146.55582,1.7741,1.6223888,54.714,55.438675
1555,128.63,128.76213,1.9162,1.9096138,48.402,46.686256
1556,133.73,133.09581,1.6582,1.6235667,82.775,80.42175
1557,134.24,134.31393,1.8627,1.4998809,73.183,73.141914
1558,134.64,133.83492,1.7414,1.6894243,65.586,67.82612
1559,152.06,150.85628,1.8364,4.403035,50.545,51.574818
1560,108.89,108.780495,4.0658,4.1925044,53.419,54.893948
1561,109.03,108.69316,2.5152,3.7503746,56.136,57.625134
1562,144.96,144.00258,1.0796,0.75099456,57.088,58.083485
1563,130.22,130.20819,3.6671,3.199364,64.664,65.90972
1564,136.81,137.07169,2.9993,3.2036052,67.7,67.05088
1565,135.36,135.58205,1.1706,1.499713,65.456,68.42437
1566,133.74,133.84807,0.12768,0.81114954,65.632,67.05036
1567,132.72,132.70813,0.98752,1.5940241,75.234,78.10313
1568,113.97,114.915794,4.014,3.6242967,51.353,51.713345
1569,134.33,134.58482,1.2806,1.2684637,60.645,61.155304
1570,129.1,128.42404,1.2079,1.626269,46.566,48.81728
1571,122.21,122.27811,2.6718,2.7507727,72.342,73.03813
1572,108.78,108.50426,10.247,10.134764,106.07,99.77517
1573,133.74,134.42508,0.1904,1.5121489,55.104,57.471134
1574,115.48,115.26231,3.9912,3.786788,50.547,52.60406
1575,150.05,149.49599,1.6866,1.0471687,64.286,60.511383
1576,154.83,154.43924,0.43758,0.92256546,70.22,69.20046
1577,132.78,133.27339,1.7024,1.6346477,78.05,80.348206
1578,151.41,152.00337,0.79558,0.97537094,62.653,63.898003
1579,126.0,123.94511,3.3281,2.189563,68.169,67.22354
1580,163.81,162.95833,2.9036,2.4095519,57.365,57.157784
1581,155.83,155.93738,1.1723,1.1268492,70.013,68.193634
1582,162.67,162.58348,0.97273,1.3027211,70.376,70.1677
1583,136.73,136.03346,2.9933,1.8501488,65.479,60.784832
1584,128.4,128.67676,1.1859,1.8490223,44.768,47.369953
1585,123.42,124.49684,5.8873,2.6706178,65.123,61.81693
1586,150.14,150.7771,1.3212,1.3764962,49.725,50.865658
1587,152.85,153.61742,1.2425,1.1607274,61.817,63.04928
1588,129.2,129.2391,1.9349,1.918888,48.652,51.565834
1589,133.68,133.56937,1.4744,1.5420134,71.866,70.19219
1590,110.46,110.61381,4.5051,4.5723014,52.682,54.547054
1591,133.78,133.64783,0.32662,0.7743516,63.654,63.81745
1592,112.39,111.8933,4.1514,6.87017,71.413,72.032265
1593,135.61,135.2263,1.1027,0.96227527,62.766,64.515656
1594,162.24,162.22964,0.25359,0.96957844,76.832,74.39766
1595,133.79,133.77686,1.6488,2.2953112,71.593,66.59853
1596,135.43,134.61504,1.6662,1.3931491,68.938,68.62097
1597,127.98,128.016,1.419,2.0340812,45.18,46.066994
1598,130.06,130.26396,4.3476,3.9954786,72.19,69.687454
1599,160.64,159.75775,0.39113,0.6368373,63.916,63.131355
1600,168.55,167.45555,1.0472,2.0236473,77.269,57.91739
1601,134.37,134.48547,2.7333,2.0613441,85.819,79.27343
1602,104.84,105.16088,7.2004,6.9740353,103.33,83.695404
1603,133.92,133.87732,1.5693,2.0694275,73.344,73.22292
1604,110.4,110.71393,4.3934,5.0058565,51.901,50.402218
1605,133.64,133.06773,1.6776,1.7342145,64.198,67.355934
1606,150.76,151.22797,1.8239,1.3102273,63.537,56.670334
1607,123.48,123.3991,4.0769,3.5149124,61.198,64.20947
1608,108.7,109.08931,12.6,8.763704,76.859,79.625595
1609,160.94,159.6839,0.48919,0.708241,65.273,66.7319
1610,157.43,158.08022,1.498,1.2975242,74.33,72.27553
1611,148.8,148.68556,0.81204,0.60311675,76.583,74.12429
1612,147.12,146.76161,1.3105,1.2860498,54.714,53.8504
1613,130.29,131.12584,3.1577,3.6494365,67.12,70.36869
1614,134.89,134.57422,0.87193,1.2962427,61.075,61.032364
1615,131.36,131.32997,3.6436,3.5731905,72.498,72.403915
1616,133.27,133.71172,1.6008,1.5776134,77.009,72.19587
1617,134.81,134.1765,0.49231,1.0866894,66.558,68.1093
1618,112.79,112.20509,4.7379,5.1546907,67.709,69.24254
1619,148.37,148.40048,1.6736,1.6497415,56.466,54.717182
1620,133.89,133.9229,2.2642,1.5405993,64.322,62.55125
1621,163.52,162.78497,1.3182,1.0826558,69.757,70.77022
1622,132.74,132.59297,1.2002,1.1669369,64.09,65.18672
1623,133.81,134.14099,1.3456,1.4557725,72.193,74.28988
1624,108.46,108.45448,5.3303,4.4872108,55.822,57.828655
1625,108.49,108.22637,9.4653,8.555315,81.451,78.46475
1626,149.97,153.27803,1.7623,1.1671401,57.961,58.504036
1627,134.58,134.81152,1.3347,1.516909,57.559,57.970062
1628,153.06,152.6775,1.3634,1.336477,70.712,73.01557
1629,117.71,116.66038,3.2354,3.2388916,45.515,46.693848
1630,133.5,133.31764,1.4854,1.624663,59.973,61.254223
1631,109.24,109.468414,6.4845,5.5188756,63.299,63.13625
1632,109.35,109.21845,3.4619,3.0774117,56.556,52.841007
1633,108.68,107.784615,8.5621,9.069503,68.829,88.099625
1634,148.56,148.32933,1.4767,1.6906345,45.844,56.110695
1635,133.81,133.68375,0.71438,0.83111215,66.987,69.812744
1636,144.7,144.41263,0.80518,0.74523073,83.494,86.07429
1637,129.1,129.15163,2.0139,2.3641238,65.972,59.391148
1638,129.77,130.09349,3.5957,4.0216465,68.57,69.36098
1639,162.59,161.72505,0.26405,1.2055049,50.604,54.211025
1640,163.37,163.4801,2.0125,0.40668052,68.256,68.77361
1641,134.3,134.49661,1.1778,1.4781127,80.569,80.63248
1642,133.69,133.41943,1.8677,1.5692257,60.52,61.829315
1643,159.21,159.60558,0.70866,0.6377294,72.063,70.479324
1644,138.54,137.4214,0.92026,1.5266844,58.13,55.295216
1645,152.52,152.67236,0.71671,1.4242029,45.864,47.78973
1646,132.57,133.34534,0.74,1.4507332,60.38,75.80934
1647,146.2,145.87943,0.74893,1.0404361,55.124,56.29989
1648,109.92,109.586716,4.0638,4.1822486,48.756,47.42955
1649,174.2,173.79591,2.3491,1.9135144,60.118,58.98918
1650,126.37,125.1008,2.0065,2.6190462,51.466,53.257553
1651,135.06,134.12791,1.1808,1.1919892,60.738,62.78577
1652,151.75,151.62946,1.2102,1.3996351,60.089,60.34755
1653,134.23,133.9512,1.7713,1.6968468,62.711,61.23771
1654,103.76,103.640045,9.8616,11.292427,93.755,91.475
1655,129.21,129.09962,3.7302,3.4532452,69.572,67.072876
1656,134.4,134.55089,1.721,1.5385226,60.697,61.166416
1657,163.22,163.09676,0.801,1.2724503,76.189,77.27249
1658,119.71,119.25014,2.1513,2.8532627,52.276,55.396202
1659,153.02,153.3579,1.7167,1.5512929,51.26,50.07865
1660,109.02,108.95974,5.332,5.1571755,66.34,69.16044
1661,160.61,160.888,0.9248,0.73883194,65.84,63.37343
1662,133.59,134.3564,4.553,3.0397656,79.11,78.67907
1663,120.99,121.29305,2.3743,2.6539516,52.542,52.211067
1664,133.19,133.73578,1.6064,1.932707,63.259,62.14388
1665,129.77,129.31464,1.8597,1.6801544,52.166,51.100414
1666,147.16,147.1768,1.4248,1.5034319,41.904,52.837124
1667,131.44,131.44676,3.419,3.1929247,65.476,64.4675
1668,134.83,134.51541,1.8797,1.4568846,61.2,61.92948
1669,110.75,110.81042,2.3481,2.7759907,52.579,53.751225
1670,114.39,112.77918,4.1685,5.275412,77.082,85.59579
1671,134.21,134.04054,0.79544,0.63202035,61.44,63.551304
1672,133.8,133.82721,2.8837,2.130399,64.497,62.97147
1673,163.77,162.98018,2.5432,2.3787632,51.63,56.241215
1674,141.91,141.8735,2.2202,1.629599,61.522,61.540512
1675,108.78,109.23249,7.3425,6.5095124,71.759,74.717255
1676,110.7,110.811966,3.7936,4.0320745,80.597,85.42047
1677,133.67,132.9429,1.5586,1.5349727,56.351,55.698227
1678,133.78,133.85573,2.1151,1.1916425,77.461,76.57318
1679,156.52,156.55922,0.817,0.6964693,65.478,64.140785
1680,161.34,160.49382,0.52685,0.7121029,67.441,71.65079
1681,121.61,121.81214,1.6177,2.1677773,49.037,49.11641
1682,128.78,128.28253,2.2168,1.9290488,41.932,49.074066
1683,133.76,134.06311,0.26946,0.9029699,60.826,62.790455
1684,161.21,161.50797,0.85788,0.7248944,63.058,65.09922
1685,167.6,167.62828,2.3513,1.6101781,61.072,60.20989
1686,127.33,127.09628,2.2025,2.3429012,56.825,55.012028
1687,155.81,155.66948,3.0517,3.429717,84.334,79.74451
1688,166.89,166.2577,0.20717,0.3419844,63.054,61.036507
1689,132.12,132.96587,0.926,1.0515229,90.792,83.03438
1690,133.66,133.42656,1.5625,1.5123892,63.576,68.211716
1691,152.09,152.28534,2.1005,1.5094473,55.299,53.865314
1692,152.63,152.35707,0.83284,0.6842395,58.152,56.839596
1693,131.24,131.04594,1.8137,1.7508405,54.492,55.626465
1694,155.88,155.02367,0.71066,1.0074282,62.272,63.532207
1695,110.76,111.015625,2.6942,2.597004,56.644,54.325535
1696,166.3,166.19722,0.041065,1.1255467,62.174,65.30536
1697,108.59,108.65736,5.4552,4.931932,57.107,53.86692
1698,157.03,156.88852,1.1388,0.84067583,65.561,64.30009
